brand,type,count,newbrand,newbrand2,newbrand3
samsung,GT-S6812C,3,samsung,SAMSUNG,SAMSUNG
samsung,GT-S6812i,2,samsung,SAMSUNG,SAMSUNG
samsung,GT-S6818,10,samsung,SAMSUNG,SAMSUNG
samsung,GT-S6818V,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7270,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7272C,7,samsung,SAMSUNG,SAMSUNG
GT-S7272C,GT-S7272C.loganlite3g.loganlite3gzc,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7278,3,samsung,SAMSUNG,SAMSUNG
GT-S7278,GT-S7278.logan3gcmcc.logan3gzm,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7278U,9,samsung,SAMSUNG,SAMSUNG
GT-S7278U,GT-S7278U.loganu3gcmcc.loganu3gzm,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7500,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7562,25,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7562C,41,samsung,SAMSUNG,SAMSUNG
GT-S7562C,GT-S7562C.kyleve.kylevezn,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7562i,29,samsung,SAMSUNG,SAMSUNG
GT-S7562i,GT-S7562i.kyleichn.kyleizc,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7566,5,samsung,SAMSUNG,SAMSUNG
GT-S7566,GT-S7566.kyleichn.kyleirdzc,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7568,46,samsung,SAMSUNG,SAMSUNG
GT-S7568,GT-S7568,1,samsung,SAMSUNG,SAMSUNG
GT-S7568,GT-S7568.kyletdcmcc.kyletdzm,2,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7568I,14,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7572,64,samsung,SAMSUNG,SAMSUNG
GT-S7572,GT-S7572.kylepluschn.kylepluszc,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7898,30,samsung,SAMSUNG,SAMSUNG
GT-S7898,GT-S7898.garda3gcmcc.garda3gzm,1,samsung,SAMSUNG,SAMSUNG
samsung,GT-S7898I,14,samsung,SAMSUNG,SAMSUNG
samsung,GT-SC04E,2,samsung,SAMSUNG,SAMSUNG
Xiaomi,gucci,65,Xiaomi,XIAOMI,XIAOMI
gucci,gucci.gucci.gucci,2,gucci,GUCCI,其他
alps,GUOMI,1,alps,ALPS,ALPS
GUOMI,GUOMI A7F,1,GUOMI,GUOMI,其他
GUOMI,GUOMI M9 R1s,2,GUOMI,GUOMI,其他
GUOMI,GUOMI M9_A8,1,GUOMI,GUOMI,其他
GXQ,GXQ X5,1,GXQ,GXQ,其他
koobee,H1,2,koobee,KOOBEE,KOOBEE
H1,H1,1,H1,H1,其他
HONWOO,H1,1,HONWOO,HONWOO,其他
H1,H1.L1ETS.l1ets_kx2_h1,1,H1,H1,其他
Hizee,H10G,1,Hizee,HIZEE,其他
H12,H12,3,H12,H12,其他
恒语,H-1A,1,恒语,恒语,其他
Changhong,H1B,1,Changhong,CHANGHONG,CHANGHONG
koobee,H2,4,koobee,KOOBEE,KOOBEE
HUIZU,H21,1,HUIZU,HUIZU,其他
HOOTMI,H22,1,HOOTMI,HOOTMI,其他
koobee,H3,4,koobee,KOOBEE,KOOBEE
H300,H300,1,H300,H300,其他
Huawei,H30-T00,76,huawei,HUAWEI,HUAWEI
H30-T00,H30-T00.hwH30-T00.H30-T00,5,huawei,HUAWEI,HUAWEI
Huawei,H30-T10,74,huawei,HUAWEI,HUAWEI
H30-T10,H30-T10,3,huawei,HUAWEI,HUAWEI
H30-T10,H30-T10.hwH30-T10.H30-T10,6,huawei,HUAWEI,HUAWEI
Huawei,H30-U10,395,huawei,HUAWEI,HUAWEI
H30-U10,H30-U10,6,huawei,HUAWEI,HUAWEI
Xiaomi,H30-U10,1,Xiaomi,XIAOMI,XIAOMI
H30-U10,H30-U10.hwH30-U10.H30-U10,31,huawei,HUAWEI,HUAWEI
coosee,H5,1,coosee,COOSEE,其他
SKYHON,H555-M1,1,SKYHON,SKYHON,其他
HOONRUN,H6,1,HOONRUN,HOONRUN,其他
Huawei,H60-L01,206,huawei,HUAWEI,HUAWEI
H60-L01,H60-L01,2,huawei,HUAWEI,HUAWEI
H60-L01,H60-L01.hwH60.H60-L01,11,huawei,HUAWEI,HUAWEI
Huawei,H60-L02,1300,huawei,HUAWEI,HUAWEI
H60-L02,H60-L02,32,huawei,HUAWEI,HUAWEI
H60-L02,H60-L02.hwH60.H60-L02,80,huawei,HUAWEI,HUAWEI
Huawei,H60-L03,115,huawei,HUAWEI,HUAWEI
H60-L03,H60-L03,3,huawei,HUAWEI,HUAWEI
H60-L03,H60-L03.hwH60.H60-L03,2,huawei,HUAWEI,HUAWEI
Huawei,H60-L04,2,huawei,HUAWEI,HUAWEI
Huawei,H60-L11,43,huawei,HUAWEI,HUAWEI
H60-L11,H60-L11,1,huawei,HUAWEI,HUAWEI
H60-L11,H60-L11.hwH60.H60-L11,1,huawei,HUAWEI,HUAWEI
Huawei,H60-L12,357,huawei,HUAWEI,HUAWEI
H60-L12,H60-L12,7,huawei,HUAWEI,HUAWEI
H60-L12,H60-L12.hwH60.H60-L12,30,huawei,HUAWEI,HUAWEI
Huawei,H60-L21,2,huawei,HUAWEI,HUAWEI
4G,H6S,1,4G,4G,4G
HOOT,H6S,1,HOOT,HOOT,其他
HEDY(ONE FIVE),H715,1,HEDY(ONE FIVE),HEDY,其他
宏润,H8,1,宏润,宏润,其他
CYMI,H888,1,CYMI,CYMI,其他
skyhon,H888,1,SKYHON,SKYHON,其他
Hizee,H8G,1,Hizee,HIZEE,其他
CHANGHONG,H9,2,Changhong,CHANGHONG,CHANGHONG
WEIBI,H9,1,WEIBI,WEIBI,其他
changhong,H9,1,Changhong,CHANGHONG,CHANGHONG
SKYHON,H999-M3,1,SKYHON,SKYHON,其他
Haier_HL-Y1,Haier_HL-Y1,1,Haier_HL-Y1,HAIER,其他
Hasee,Hasee E50 S1,3,Hasee,HASEE,其他
Hasee,Hasee E50 T1,2,Hasee,HASEE,其他
HASEE,hasee H45 T3,1,Hasee,HASEE,其他
Hasee,Hasee W50 T2,6,Hasee,HASEE,其他
Hasee W960,Hasee W960.S7.S7,1,Hasee W960,HASEE,其他
Hasee,Hasee X50 TS,1,Hasee,HASEE,其他
Hasee,Hasee X60 TS,1,Hasee,HASEE,其他
HEDY,HEDY_H715,1,HEDY,HEDY,其他
qcom,HHT6A,1,qcom,QCOM,QCOM
HIKe,HIKe 868,3,HIKe,HIKE,其他
Hisense,Hisense D1-M,3,Hisense,HISENSE,HISENSE
Hisense D1-M,Hisense D1-M.D1_M.D1_M,1,Hisense,HISENSE,HISENSE
Hisense,Hisense E360M,1,Hisense,HISENSE,HISENSE
Hisense,Hisense E602M,5,Hisense,HISENSE,HISENSE
Hisense E602M,Hisense E602M.E602M.E602M,2,Hisense,HISENSE,HISENSE
Hisense,Hisense E602T,1,Hisense,HISENSE,HISENSE
Hisense,Hisense E613M,1,Hisense,HISENSE,HISENSE
Hisense,Hisense E622M,3,Hisense,HISENSE,HISENSE
Hisense E622M,Hisense E622M.E622M.E622M,1,Hisense,HISENSE,HISENSE
Hisense,Hisense E625T,1,Hisense,HISENSE,HISENSE
Hisense,Hisense G610M,4,Hisense,HISENSE,HISENSE
Hisense,Hisense H910,8,Hisense,HISENSE,HISENSE
Hisense H910,Hisense H910.HS8939QC.H910,2,Hisense,HISENSE,HISENSE
Hisense,Hisense I631M,1,Hisense,HISENSE,HISENSE
Hisense,Hisense I632M,1,Hisense,HISENSE,HISENSE
Hisense,Hisense I632T,1,Hisense,HISENSE,HISENSE
Hisense,Hisense I635T,1,Hisense,HISENSE,HISENSE
Hisense,Hisense I639T,1,Hisense,HISENSE,HISENSE
Hisense,Hisense M10-M,9,Hisense,HISENSE,HISENSE
Hisense,Hisense M20-M,15,Hisense,HISENSE,HISENSE
Hisense,Hisense M20-T,1,Hisense,HISENSE,HISENSE
Hasee,HL8015506,2,Hasee,HASEE,其他
YUSUN,HLA NOTE1-L,22,YUSUN,YUSUN,YUSUN
xiaolajiao,HLA NOTE1-L,6,xiaolajiao,XIAOLAJIAO,XIAOLAJIAO
HL-G100,HL-G100,2,HL-G100,HAIER,其他
HLJ-XL,HLJ-XL.HLJ-XL.HLJ-XL,1,HLJ-XL,HAIER,其他
haier,HL-Y500,1,Haier,HAIER,其他
Xiaomi,HM 1S,566,Xiaomi,XIAOMI,XIAOMI
HM 1S,HM 1S,2,xiaomi,XIAOMI,XIAOMI
HM 1SW,HM 1S,1,xiaomi,XIAOMI,XIAOMI
HM 1S,HM 1S.armani.armani,16,xiaomi,XIAOMI,XIAOMI
HM+1S,HM 1S.armani.armani,1,xiaomi,XIAOMI,XIAOMI
Xiaomi,HM 1SC,28,Xiaomi,XIAOMI,XIAOMI
Xiaomi,HM 1SLTETD,1,Xiaomi,XIAOMI,XIAOMI
HM 1STD,HM 1STD.Xiaomi.HM 1STD,1,xiaomi,XIAOMI,XIAOMI
Xiaomi,HM 1SW,232,Xiaomi,XIAOMI,XIAOMI
HM 1SW,HM 1SW,1,xiaomi,XIAOMI,XIAOMI
HM 1SW,HM 1SW.armani.armani,4,xiaomi,XIAOMI,XIAOMI
Xiaomi,HM 2A,1516,Xiaomi,XIAOMI,XIAOMI
HM 2A,HM 2A,13,xiaomi,XIAOMI,XIAOMI
HM+2A,HM 2A,4,xiaomi,XIAOMI,XIAOMI
HM 2A,HM 2A.lte26007.full_lte26007,49,xiaomi,XIAOMI,XIAOMI
Xiaomi,HM NOTE 1LTE,2047,Xiaomi,XIAOMI,XIAOMI
HM NOTE 1LTE,HM NOTE 1LTE,8,xiaomi,XIAOMI,XIAOMI
HM NOTE 1LTE,HM NOTE 1LTE.dior.dior,73,xiaomi,XIAOMI,XIAOMI
HM+NOTE+1LTE,HM NOTE 1LTE.dior.dior,2,xiaomi,XIAOMI,XIAOMI
Xiaomi,HM NOTE 1LTETD,232,Xiaomi,XIAOMI,XIAOMI
HM NOTE 1LTETD,HM NOTE 1LTETD,2,xiaomi,XIAOMI,XIAOMI
HM NOTE 1LTETD,HM NOTE 1LTETD.dior.dior,12,xiaomi,XIAOMI,XIAOMI
HM+NOTE+1LTETD,HM NOTE 1LTETD.dior.dior,1,xiaomi,XIAOMI,XIAOMI
Xiaomi,HM NOTE 1LTEW,476,Xiaomi,XIAOMI,XIAOMI
HM NOTE 1LTEW,HM NOTE 1LTEW,4,xiaomi,XIAOMI,XIAOMI
HM+NOTE+1LTEW,HM NOTE 1LTEW,1,xiaomi,XIAOMI,XIAOMI
HM NOTE 1LTEW,HM NOTE 1LTEW.dior.dior,22,xiaomi,XIAOMI,XIAOMI
Xiaomi,HM NOTE 1S,1347,Xiaomi,XIAOMI,XIAOMI
HM NOTE 1S,HM NOTE 1S,5,xiaomi,XIAOMI,XIAOMI
,HM NOTE 1S,1,,,其他
HM NOTE 1S,HM NOTE 1S.gucci.gucci,50,xiaomi,XIAOMI,XIAOMI
Xiaomi,HM NOTE 1S-MIUI 7.1,1,Xiaomi,XIAOMI,XIAOMI
Xiaomi,HM NOTE 1TD,390,Xiaomi,XIAOMI,XIAOMI
HM NOTE 1TD,HM NOTE 1TD.lcsh92_wet_tdd.lcsh92_wet_tdd,13,xiaomi,XIAOMI,XIAOMI
Xiaomi,HM NOTE 1W,434,Xiaomi,XIAOMI,XIAOMI
HM NOTE 1W,HM NOTE 1W,2,xiaomi,XIAOMI,XIAOMI
HM+NOTE+1W,HM NOTE 1W,1,xiaomi,XIAOMI,XIAOMI
HM NOTE 1W,HM NOTE 1W.lcsh92_wet_jb9.lcsh92_wet_jb9,17,xiaomi,XIAOMI,XIAOMI
Xiaomi,HM2A-CMCC,1,Xiaomi,XIAOMI,XIAOMI
HMI,HMI_H3,1,xiaomi,XIAOMI,XIAOMI
HUAWEI,Hol-T00,140,huawei,HUAWEI,HUAWEI
Hol-T00,Hol-T00.HWHol-T.Hol-T00,8,Hol-T00,HUAWEI,HUAWEI
HUAWEI,Hol-U10,103,huawei,HUAWEI,HUAWEI
Hol-U10,Hol-U10,1,Hol-U10,HUAWEI,HUAWEI
Hol-U10,Hol-U10.HWHol-U.Hol-U10,8,Hol-U10,HUAWEI,HUAWEI
HUAWEI,Hol-U19,1,huawei,HUAWEI,HUAWEI
Changhong,HON Z11T,1,Changhong,CHANGHONG,CHANGHONG
Honor,HONOR H30-L01,34,huawei,HUAWEI,HUAWEI
Honor,HONOR H30-L01M,30,huawei,HUAWEI,HUAWEI
Honor,HONOR H30-L02,92,huawei,HUAWEI,HUAWEI
HONOR H30-L02,HONOR H30-L02.hwH30.H30-L02,8,huawei,HUAWEI,HUAWEI
HOSIN,HOSIN T105,1,HOSIN,HOSIN,其他
alps,HOSIN T702(OPEN),1,alps,ALPS,ALPS
alps,HOSIN_V90,1,alps,ALPS,ALPS
HOTMIAO,HOTMIAO-I10,1,HOTMIAO,HOTMIAO,其他
hp,HP Slate 6 Voice Tab,6,hp,HP,其他
Hisense,HS-E620M,5,Hisense,HISENSE,HISENSE
Hisense,HS-EG966,2,Hisense,HISENSE,HISENSE
Hisense,HS-EG970,3,Hisense,HISENSE,HISENSE
Hisense,HS-EG971,1,Hisense,HISENSE,HISENSE
Hisense,HS-EG980,1,Hisense,HISENSE,HISENSE
Hisense,HS-T909,1,Hisense,HISENSE,HISENSE
Hisense,HS-T939,1,Hisense,HISENSE,HISENSE
HS-T950,HS-T950,1,Hisense,HISENSE,HISENSE
HS-T958,HS-T958.t958.t958,1,Hisense,HISENSE,HISENSE
Hisense,HS-T959,1,Hisense,HISENSE,HISENSE
Hisense,HS-T967,2,Hisense,HISENSE,HISENSE
HS-T967,HS-T967.HS-T967.HS-T967,1,Hisense,HISENSE,HISENSE
Hisense,HS-T968,1,Hisense,HISENSE,HISENSE
Hisense,HS-T968S,1,Hisense,HISENSE,HISENSE
Hisense,HS-T970,2,Hisense,HISENSE,HISENSE
Hisense,HS-U936,2,Hisense,HISENSE,HISENSE
Hisense,HS-U960Q,2,Hisense,HISENSE,HISENSE
Hisense,HS-U966,4,Hisense,HISENSE,HISENSE
Hisense,HS-U970,1,Hisense,HISENSE,HISENSE
Hisense,HS-U971,2,Hisense,HISENSE,HISENSE
Hisense,HS-U978,20,Hisense,HISENSE,HISENSE
Hisense,HS-U980,15,Hisense,HISENSE,HISENSE
HS-U980,HS-U980.u980b.u980b,1,Hisense,HISENSE,HISENSE
Hisense,HS-X68T,4,Hisense,HISENSE,HISENSE
HS-X68T,HS-X68T,1,Hisense,HISENSE,HISENSE
hisense,HS-X8T,8,Hisense,HISENSE,HISENSE
Android,HT2,1,Android,ANDROID,其他
HUANAWEIXIU,HT601,1,HUANAWEIXIU,HUANAWEIXIU,其他
Haier,HT-A8,1,Haier,HAIER,其他
htc,HTC 301e,2,htc,HTC,HTC
htc,HTC 5060,2,htc,HTC,HTC
htccn_chs,HTC 603e,1,htc,HTC,HTC
htc,HTC 606w,3,htc,HTC,HTC
htccn_chs_cu,HTC 606w,1,htc,HTC,HTC
htc,HTC 608t,3,htc,HTC,HTC
htccn_chs_cmcc,HTC 608t,1,htc,HTC,HTC
htc,HTC 609d,2,htc,HTC,HTC
htc,HTC 6160,2,htc,HTC,HTC
htc,HTC 7088,6,htc,HTC,HTC
htc,HTC 709d,1,htc,HTC,HTC
htc,HTC 801e,12,htc,HTC,HTC
htc_europe,HTC 801e,1,htc,HTC,HTC
htc,HTC 801s,1,htc,HTC,HTC
htc,HTC 802d,2,htc,HTC,HTC
htccn_chs_ct,HTC 802d,1,htc,HTC,HTC
htc,HTC 802t,6,htc,HTC,HTC
htccn_chs_cmcc,HTC 802t,2,htc,HTC,HTC
htc,HTC 802t 16GB,4,htc,HTC,HTC
HTC 802t,HTC 802t.m7cdtu.htccn_chs_cmcc,1,htc,HTC,HTC
htc,HTC 802w,18,htc,HTC,HTC
htccn_chs_cu,HTC 802w,4,htc,HTC,HTC
HTC 802w,HTC 802w.m7cdug.htccn_chs_cu,2,htc,HTC,HTC
HTC 802w,HTC 802w.m7cdug.m7cdug,1,htc,HTC,HTC
htc,HTC 803e,2,htc,HTC,HTC
HTC 8088,HTC 8088.t6tl.htccn_chs_cmcc,1,htc,HTC,HTC
htc,HTC 8160,3,htc,HTC,HTC
htc,HTC 901e,1,htc,HTC,HTC
htc,HTC 9060,3,htc,HTC,HTC
htc,HTC 9088,3,htc,HTC,HTC
HTC 9088,HTC 9088,1,htc,HTC,HTC
htc,HTC 919d,2,htc,HTC,HTC
htc,HTC Butterfly,6,htc,HTC,HTC
HTC Butterfly,HTC Butterfly.dlxub1.htc_asia_tw,1,htc,HTC,HTC
htc,HTC D310w,6,htc,HTC,HTC
HTC D310w,HTC D310w,1,htc,HTC,HTC
htc,HTC D516t,4,htc,HTC,HTC
HTC D516t,HTC D516t.htc_v2_dtg.htccn_chs_cmcc,2,htc,HTC,HTC
htc,HTC D516w,14,htc,HTC,HTC
htc,HTC D610t,14,htc,HTC,HTC
htc,HTC D616w,3,htc,HTC,HTC
htc,HTC D626t,3,htc,HTC,HTC
htc,HTC D626w,43,htc,HTC,HTC
HTC D626w,HTC D626w.htc_a32ml_dtul.a32ml_htccn_chs,5,htc,HTC,HTC
htc,HTC D816,2,htc,HTC,HTC
HTC D816,HTC D816.htc_a5dug.htccn_chs_cu,1,htc,HTC,HTC
htc,HTC D816d,1,htc,HTC,HTC
htc,HTC D816h,14,htc,HTC,HTC
htc,HTC D816t,10,htc,HTC,HTC
HTC D816t,HTC D816t,1,htc,HTC,HTC
HTC D816t,HTC D816t.htc_a5tl.htccn_chs_cmcc,1,htc,HTC,HTC
htc,HTC D816v,1,htc,HTC,HTC
htc,HTC D816w,46,htc,HTC,HTC
HTC D816w,HTC D816w,2,htc,HTC,HTC
HTC D816w,HTC D816w.htc_a5dug.htccn_chs_cu,3,htc,HTC,HTC
htc,HTC D820mt,5,htc,HTC,HTC
htc,HTC D820mu,24,htc,HTC,HTC
HTC D820mu,HTC D820mu.htc_a31dtul.a31dtul_htccn_chs_2,3,htc,HTC,HTC
htc,HTC D820t,12,htc,HTC,HTC
htc,HTC D820ts,38,htc,HTC,HTC
HTC D820ts,HTC D820ts.htc_a50ml_dtul.a50ml_dtul_htccn_chs_cmcc,2,htc,HTC,HTC
htc,HTC D820u,21,htc,HTC,HTC
HTC D820u,HTC D820u,2,htc,HTC,HTC
htc,HTC D820us,65,htc,HTC,HTC
HTC D820us,HTC D820us,2,htc,HTC,HTC
HTC D820us,HTC D820us.htc_a50ml_dtul.a50ml_dtul_htccn_chs,3,htc,HTC,HTC
htc,HTC Desire 310 dual sim,1,htc,HTC,HTC
htc,HTC Desire 600 dual sim,1,htc,HTC,HTC
htc,HTC Desire 820 dual sim,1,htc,HTC,HTC
htc_asia_wwe,HTC Desire HD A9191,1,htc,HTC,HTC
htc_asia_wwe,HTC EVO 3D X515m,1,htc,HTC,HTC
htc_europe,HTC EVO 3D X515m,1,htc,HTC,HTC
KDDI,HTC HTL22,2,KDDI,KDDI,KDDI
htc,HTC M8e,1,htc,HTC,HTC
htc,HTC M8Et,2,htc,HTC,HTC
htc,HTC M8Sw,17,htc,HTC,HTC
HTC M8Sw,HTC M8Sw.htc_mecdug.htccn_chs_cu,3,htc,HTC,HTC
htc,HTC M8t,2,htc,HTC,HTC
htc,HTC M8v,1,htc,HTC,HTC
htc,HTC M8w,17,htc,HTC,HTC
htc,HTC One,8,htc,HTC,HTC
VERIZON,HTC One,5,Verizon,VERIZON,VERIZON
cingular_us,HTC One,1,cingular_us,CINGULAR_US,其他
htc_asia_hk,HTC One,1,htc,HTC,HTC
htc,HTC One 801e,1,htc,HTC,HTC
htc_asia_tw,HTC One 801e,1,htc,HTC,HTC
VERIZON,HTC One m7,2,Verizon,VERIZON,VERIZON
htc,HTC One mini 2,1,htc,HTC,HTC
htc_europe,HTC One S,1,htc,HTC,HTC
htc_europe,HTC One X,1,htc,HTC,HTC
htc,HTC One XL,1,htc,HTC,HTC
HTC One,HTC One.m7.brightstarus_wwe,1,htc,HTC,HTC
htc,HTC One_E8,1,htc,HTC,HTC
htc,HTC One_M8,16,htc,HTC,HTC
HTC One_M8,HTC One_M8,1,htc,HTC,HTC
htc_asia_wwe,HTC Ruby,1,htc,HTC,HTC
htc,HTC S720e,1,htc,HTC,HTC
htccn_chs,HTC S720e,1,htc,HTC,HTC
htccn_chs_cmcc_2,HTC S720t 16GB,1,htc,HTC,HTC
htc,HTC Sensation,1,htc,HTC,HTC
htc_asia_tw,HTC Sensation XE with Beats Audio Z715e,1,htc,HTC,HTC
htc_asia_tw,HTC Sensation XL with Beats Audio X315e,2,htc,HTC,HTC
htc,HTC Sprint One,1,htc,HTC,HTC
htccn_chs_cmcc,HTC T327t,1,htc,HTC,HTC
htccn_chs_cmcc,HTC T328t,1,htc,HTC,HTC
htccn_chs_cmcc,HTC T329t,14,htc,HTC,HTC
htccn_chs_cmcc,HTC T528t,3,htc,HTC,HTC
htccn_chs_cu,HTC T528w,2,htc,HTC,HTC
htc,HTC X920e,12,htc,HTC,HTC
htccn_chs,HTC X920e,9,htc,HTC,HTC
HTC X920e,HTC X920e,1,htc,HTC,HTC
htccn_chs,HTC Z560e,1,htc,HTC,HTC
htccn_chs_cu,HTC Z710e,1,htc,HTC,HTC
htc,HTC_7060,4,htc,HTC,HTC
htc,HTC_D620u,1,htc,HTC,HTC
htc,HTC_D626q,1,htc,HTC,HTC
htc,HTC_M8x,1,htc,HTC,HTC
htc,htc_v02,1,htc,HTC,HTC
htc,HTC6435LVW,3,htc,HTC,HTC
verizon_wwe,HTC6435LVW,1,verizon_wwe,VERIZON,VERIZON
htc,HTC6525LVW,5,htc,HTC,HTC
htc,HTCONE,1,htc,HTC,HTC
HUANA,HT-F7,2,HUANA,HUANA,其他
alps,HTF808,1,alps,ALPS,ALPS
Haier,HT-I857,1,Haier,HAIER,其他
Haier,HT-I860,1,Haier,HAIER,其他
KDDI,HTL22,4,KDDI,KDDI,KDDI
htc,HTL23,1,htc,HTC,HTC
HTL23,HTL23.htc_b2wlj.HTL23_jp_kdi,1,HTL23,HTL23,其他
Haier,HT-X50,2,Haier,HAIER,其他
HT-X50,HT-X50.HT-X50.HT-X50,1,HT-X50,HT-X50,其他
Huawei,HUAWEI ALE-CL00,29,huawei,HUAWEI,HUAWEI
HUAWEI ALE-CL00,HUAWEI ALE-CL00.hwALE-Q.ALE-CL00,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI C199s,11,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI D2-0082,3,huawei,HUAWEI,HUAWEI
HUAWEI D2-0082,HUAWEI D2-0082.hwD2-0082.D2-0082,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI D2-2010,3,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI D2-5000,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI D2-6070,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G510-0010,3,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G520-0000,8,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G520-5000,6,huawei,HUAWEI,HUAWEI
HUAWEI G520-5000,HUAWEI G520-5000.hwG520-5000.G520-5000,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G520-T10,2,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI G521-L076,2,huawei,HUAWEI,HUAWEI
HUAWEI G521-L076,HUAWEI G521-L076.HWG521-L.G521-L076,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G525-U00,7,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G606-T00,6,huawei,HUAWEI,HUAWEI
Huawei,Huawei G610,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G610-T00,22,huawei,HUAWEI,HUAWEI
HUAWEI G610-T00,HUAWEI G610-T00.hwG610-T00.G610-T00,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G610-T11,105,huawei,HUAWEI,HUAWEI
HUAWEI G610-T11,HUAWEI G610-T11,3,huawei,HUAWEI,HUAWEI
HUAWEI G610-T11,HUAWEI G610-T11.hwG610-T11.G610-T11,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G610-U00,150,huawei,HUAWEI,HUAWEI
HUAWEI G610-U00,HUAWEI G610-U00,1,huawei,HUAWEI,HUAWEI
HUAWEI G610-U00,HUAWEI G610-U00.hwG610-U00.G610-U00,9,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G610-U20,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G615-U10,2,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI G616-L076,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G620-L72,11,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI G628-TL00,52,huawei,HUAWEI,HUAWEI
HUAWEI G628-TL00,HUAWEI G628-TL00.HWG628-TL.G628-TL00,2,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI G629-UL00,61,huawei,HUAWEI,HUAWEI
HUAWEI G629-UL00,HUAWEI G629-UL00.HWG629-UL.G629-UL00,3,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G630-U00,16,huawei,HUAWEI,HUAWEI
HUAWEI G630-U00,HUAWEI G630-U00.hwG630-U00.G630-U00,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G660-L075,19,huawei,HUAWEI,HUAWEI
HUAWEI G660-L075,HUAWEI G660-L075.hwG660-L075.G660-L075,3,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G6-T00,9,huawei,HUAWEI,HUAWEI
HUAWEI G6-T00,HUAWEI G6-T00.hwG6-T00.G6-T00,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G6-U00,17,huawei,HUAWEI,HUAWEI
HUAWEI G6-U00,HUAWEI G6-U00.hwG6-U00.G6-U00,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G700-T00,19,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G700-U00,85,huawei,HUAWEI,HUAWEI
HUAWEI G700-U00,HUAWEI G700-U00.hwG700-U00.G700-U00,3,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G716-L070,12,huawei,HUAWEI,HUAWEI
HUAWEI G716-L070,HUAWEI G716-L070.hwG716-L070.G716-L070,4,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G730-L075,11,huawei,HUAWEI,HUAWEI
HUAWEI G730-L075,HUAWEI G730-L075.hwG730-L075.G730-L075,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G730-T00,23,huawei,HUAWEI,HUAWEI
HUAWEI G730-T00,HUAWEI G730-T00.hwG730-T00.G730-T00,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G730-U00,53,huawei,HUAWEI,HUAWEI
HUAWEI G730-U00,HUAWEI G730-U00.hwG730-U00.G730-U00,6,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G730-U10,1,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G730-U30,2,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G750-T00,136,huawei,HUAWEI,HUAWEI
HUAWEI G750-T00,HUAWEI G750-T00,1,huawei,HUAWEI,HUAWEI
HUAWEI G750-T00,HUAWEI G750-T00.hwG750-T00.G750-T00,4,huawei,HUAWEI,HUAWEI
Huawei,HUAWEI G750-T01,410,huawei,HUAWEI,HUAWEI
HUAWEI,HUAWEI G750-T01,3,huawei,HUAWEI,HUAWEI
HUAWEI G750-T01,HUAWEI G750-T01,3,huawei,HUAWEI,HUAWEI
